sample_id,dataset,label,original_sample_id,split
medhallu_1715::factual,medhallu,0,medhallu_1715,train
medhallu_1716::hallucinated,medhallu,1,medhallu_1716,train
medhallu_1716::factual,medhallu,0,medhallu_1716,train
medhallu_1717::hallucinated,medhallu,1,medhallu_1717,test
medhallu_1717::factual,medhallu,0,medhallu_1717,test
medhallu_1718::hallucinated,medhallu,1,medhallu_1718,train
medhallu_1718::factual,medhallu,0,medhallu_1718,train
medhallu_1719::hallucinated,medhallu,1,medhallu_1719,train
medhallu_1719::factual,medhallu,0,medhallu_1719,train
medhallu_172::hallucinated,medhallu,1,medhallu_172,dev
medhallu_172::factual,medhallu,0,medhallu_172,dev
medhallu_1720::hallucinated,medhallu,1,medhallu_1720,test
medhallu_1720::factual,medhallu,0,medhallu_1720,test
medhallu_1721::hallucinated,medhallu,1,medhallu_1721,dev
medhallu_1721::factual,medhallu,0,medhallu_1721,dev
medhallu_1722::hallucinated,medhallu,1,medhallu_1722,train
medhallu_1722::factual,medhallu,0,medhallu_1722,train
medhallu_1723::hallucinated,medhallu,1,medhallu_1723,train
medhallu_1723::factual,medhallu,0,medhallu_1723,train
medhallu_1724::hallucinated,medhallu,1,medhallu_1724,train
medhallu_1724::factual,medhallu,0,medhallu_1724,train
medhallu_1725::hallucinated,medhallu,1,medhallu_1725,test
medhallu_1725::factual,medhallu,0,medhallu_1725,test
medhallu_1726::hallucinated,medhallu,1,medhallu_1726,train
medhallu_1726::factual,medhallu,0,medhallu_1726,train
medhallu_1727::hallucinated,medhallu,1,medhallu_1727,train
medhallu_1727::factual,medhallu,0,medhallu_1727,train
medhallu_1728::hallucinated,medhallu,1,medhallu_1728,train
medhallu_1728::factual,medhallu,0,medhallu_1728,train
medhallu_1729::hallucinated,medhallu,1,medhallu_1729,test
medhallu_1729::factual,medhallu,0,medhallu_1729,test
medhallu_173::hallucinated,medhallu,1,medhallu_173,train
medhallu_173::factual,medhallu,0,medhallu_173,train
medhallu_1730::hallucinated,medhallu,1,medhallu_1730,dev
medhallu_1730::factual,medhallu,0,medhallu_1730,dev
medhallu_1731::hallucinated,medhallu,1,medhallu_1731,dev
medhallu_1731::factual,medhallu,0,medhallu_1731,dev
medhallu_1732::hallucinated,medhallu,1,medhallu_1732,train
medhallu_1732::factual,medhallu,0,medhallu_1732,train
medhallu_1733::hallucinated,medhallu,1,medhallu_1733,train
medhallu_1733::factual,medhallu,0,medhallu_1733,train
medhallu_1734::hallucinated,medhallu,1,medhallu_1734,dev
medhallu_1734::factual,medhallu,0,medhallu_1734,dev
medhallu_1735::hallucinated,medhallu,1,medhallu_1735,train
medhallu_1735::factual,medhallu,0,medhallu_1735,train
medhallu_1736::hallucinated,medhallu,1,medhallu_1736,train
medhallu_1736::factual,medhallu,0,medhallu_1736,train
medhallu_1737::hallucinated,medhallu,1,medhallu_1737,train
medhallu_1737::factual,medhallu,0,medhallu_1737,train
medhallu_1738::hallucinated,medhallu,1,medhallu_1738,train
medhallu_1738::factual,medhallu,0,medhallu_1738,train
medhallu_1739::hallucinated,medhallu,1,medhallu_1739,dev
medhallu_1739::factual,medhallu,0,medhallu_1739,dev
medhallu_174::hallucinated,medhallu,1,medhallu_174,dev
medhallu_174::factual,medhallu,0,medhallu_174,dev
medhallu_1740::hallucinated,medhallu,1,medhallu_1740,dev
medhallu_1740::factual,medhallu,0,medhallu_1740,dev
medhallu_1741::hallucinated,medhallu,1,medhallu_1741,train
medhallu_1741::factual,medhallu,0,medhallu_1741,train
medhallu_1742::hallucinated,medhallu,1,medhallu_1742,train
medhallu_1742::factual,medhallu,0,medhallu_1742,train
medhallu_1743::hallucinated,medhallu,1,medhallu_1743,train
medhallu_1743::factual,medhallu,0,medhallu_1743,train
medhallu_1744::hallucinated,medhallu,1,medhallu_1744,train
medhallu_1744::factual,medhallu,0,medhallu_1744,train
medhallu_1745::hallucinated,medhallu,1,medhallu_1745,train
medhallu_1745::factual,medhallu,0,medhallu_1745,train
medhallu_1746::hallucinated,medhallu,1,medhallu_1746,test
medhallu_1746::factual,medhallu,0,medhallu_1746,test
medhallu_1747::hallucinated,medhallu,1,medhallu_1747,train
medhallu_1747::factual,medhallu,0,medhallu_1747,train
medhallu_1748::hallucinated,medhallu,1,medhallu_1748,train
medhallu_1748::factual,medhallu,0,medhallu_1748,train
medhallu_1749::hallucinated,medhallu,1,medhallu_1749,train
medhallu_1749::factual,medhallu,0,medhallu_1749,train
medhallu_175::hallucinated,medhallu,1,medhallu_175,train
medhallu_175::factual,medhallu,0,medhallu_175,train
medhallu_1750::hallucinated,medhallu,1,medhallu_1750,test
medhallu_1750::factual,medhallu,0,medhallu_1750,test
medhallu_1751::hallucinated,medhallu,1,medhallu_1751,train
medhallu_1751::factual,medhallu,0,medhallu_1751,train
medhallu_1752::hallucinated,medhallu,1,medhallu_1752,train
medhallu_1752::factual,medhallu,0,medhallu_1752,train
medhallu_1753::hallucinated,medhallu,1,medhallu_1753,dev
medhallu_1753::factual,medhallu,0,medhallu_1753,dev
medhallu_1754::hallucinated,medhallu,1,medhallu_1754,dev
medhallu_1754::factual,medhallu,0,medhallu_1754,dev
medhallu_1755::hallucinated,medhallu,1,medhallu_1755,train
medhallu_1755::factual,medhallu,0,medhallu_1755,train
medhallu_1756::hallucinated,medhallu,1,medhallu_1756,test
medhallu_1756::factual,medhallu,0,medhallu_1756,test
medhallu_1757::hallucinated,medhallu,1,medhallu_1757,train
medhallu_1757::factual,medhallu,0,medhallu_1757,train
medhallu_1758::hallucinated,medhallu,1,medhallu_1758,test
medhallu_1758::factual,medhallu,0,medhallu_1758,test
medhallu_1759::hallucinated,medhallu,1,medhallu_1759,test
medhallu_1759::factual,medhallu,0,medhallu_1759,test
medhallu_176::hallucinated,medhallu,1,medhallu_176,dev
medhallu_176::factual,medhallu,0,medhallu_176,dev
medhallu_1760::hallucinated,medhallu,1,medhallu_1760,train
medhallu_1760::factual,medhallu,0,medhallu_1760,train
medhallu_1761::hallucinated,medhallu,1,medhallu_1761,train
medhallu_1761::factual,medhallu,0,medhallu_1761,train
medhallu_1762::hallucinated,medhallu,1,medhallu_1762,test
medhallu_1762::factual,medhallu,0,medhallu_1762,test
medhallu_1763::hallucinated,medhallu,1,medhallu_1763,train
medhallu_1763::factual,medhallu,0,medhallu_1763,train
medhallu_1764::hallucinated,medhallu,1,medhallu_1764,train
medhallu_1764::factual,medhallu,0,medhallu_1764,train
medhallu_1765::hallucinated,medhallu,1,medhallu_1765,test
medhallu_1765::factual,medhallu,0,medhallu_1765,test
medhallu_1766::hallucinated,medhallu,1,medhallu_1766,test
medhallu_1766::factual,medhallu,0,medhallu_1766,test
medhallu_1767::hallucinated,medhallu,1,medhallu_1767,train
medhallu_1767::factual,medhallu,0,medhallu_1767,train
medhallu_1768::hallucinated,medhallu,1,medhallu_1768,train
medhallu_1768::factual,medhallu,0,medhallu_1768,train
medhallu_1769::hallucinated,medhallu,1,medhallu_1769,dev
medhallu_1769::factual,medhallu,0,medhallu_1769,dev
medhallu_177::hallucinated,medhallu,1,medhallu_177,train
medhallu_177::factual,medhallu,0,medhallu_177,train
medhallu_1770::hallucinated,medhallu,1,medhallu_1770,train
medhallu_1770::factual,medhallu,0,medhallu_1770,train
medhallu_1771::hallucinated,medhallu,1,medhallu_1771,train
medhallu_1771::factual,medhallu,0,medhallu_1771,train
medhallu_1772::hallucinated,medhallu,1,medhallu_1772,dev
medhallu_1772::factual,medhallu,0,medhallu_1772,dev
medhallu_1773::hallucinated,medhallu,1,medhallu_1773,test
medhallu_1773::factual,medhallu,0,medhallu_1773,test
medhallu_1774::hallucinated,medhallu,1,medhallu_1774,test
medhallu_1774::factual,medhallu,0,medhallu_1774,test
medhallu_1775::hallucinated,medhallu,1,medhallu_1775,train
medhallu_1775::factual,medhallu,0,medhallu_1775,train
medhallu_1776::hallucinated,medhallu,1,medhallu_1776,dev
medhallu_1776::factual,medhallu,0,medhallu_1776,dev
medhallu_1777::hallucinated,medhallu,1,medhallu_1777,test
medhallu_1777::factual,medhallu,0,medhallu_1777,test
medhallu_1778::hallucinated,medhallu,1,medhallu_1778,test
medhallu_1778::factual,medhallu,0,medhallu_1778,test
medhallu_1779::hallucinated,medhallu,1,medhallu_1779,dev
medhallu_1779::factual,medhallu,0,medhallu_1779,dev
medhallu_178::hallucinated,medhallu,1,medhallu_178,train
medhallu_178::factual,medhallu,0,medhallu_178,train
medhallu_1780::hallucinated,medhallu,1,medhallu_1780,train
medhallu_1780::factual,medhallu,0,medhallu_1780,train
medhallu_1781::hallucinated,medhallu,1,medhallu_1781,train
medhallu_1781::factual,medhallu,0,medhallu_1781,train
medhallu_1782::hallucinated,medhallu,1,medhallu_1782,dev
medhallu_1782::factual,medhallu,0,medhallu_1782,dev
medhallu_1783::hallucinated,medhallu,1,medhallu_1783,train
medhallu_1783::factual,medhallu,0,medhallu_1783,train
medhallu_1784::hallucinated,medhallu,1,medhallu_1784,dev
medhallu_1784::factual,medhallu,0,medhallu_1784,dev
medhallu_1785::hallucinated,medhallu,1,medhallu_1785,test
medhallu_1785::factual,medhallu,0,medhallu_1785,test
medhallu_1786::hallucinated,medhallu,1,medhallu_1786,dev
medhallu_1786::factual,medhallu,0,medhallu_1786,dev
medhallu_1787::hallucinated,medhallu,1,medhallu_1787,train
medhallu_1787::factual,medhallu,0,medhallu_1787,train
medhallu_1788::hallucinated,medhallu,1,medhallu_1788,train
medhallu_1788::factual,medhallu,0,medhallu_1788,train
medhallu_1789::hallucinated,medhallu,1,medhallu_1789,train
medhallu_1789::factual,medhallu,0,medhallu_1789,train
medhallu_179::hallucinated,medhallu,1,medhallu_179,train
medhallu_179::factual,medhallu,0,medhallu_179,train
medhallu_1790::hallucinated,medhallu,1,medhallu_1790,train
medhallu_1790::factual,medhallu,0,medhallu_1790,train
medhallu_1791::hallucinated,medhallu,1,medhallu_1791,train
medhallu_1791::factual,medhallu,0,medhallu_1791,train
medhallu_1792::hallucinated,medhallu,1,medhallu_1792,train
medhallu_1792::factual,medhallu,0,medhallu_1792,train
medhallu_1793::hallucinated,medhallu,1,medhallu_1793,dev
medhallu_1793::factual,medhallu,0,medhallu_1793,dev
medhallu_1794::hallucinated,medhallu,1,medhallu_1794,train
medhallu_1794::factual,medhallu,0,medhallu_1794,train
medhallu_1795::hallucinated,medhallu,1,medhallu_1795,dev
medhallu_1795::factual,medhallu,0,medhallu_1795,dev
medhallu_1796::hallucinated,medhallu,1,medhallu_1796,train
medhallu_1796::factual,medhallu,0,medhallu_1796,train
medhallu_1797::hallucinated,medhallu,1,medhallu_1797,train
medhallu_1797::factual,medhallu,0,medhallu_1797,train
medhallu_1798::hallucinated,medhallu,1,medhallu_1798,test
medhallu_1798::factual,medhallu,0,medhallu_1798,test
medhallu_1799::hallucinated,medhallu,1,medhallu_1799,dev
medhallu_1799::factual,medhallu,0,medhallu_1799,dev
medhallu_18::hallucinated,medhallu,1,medhallu_18,dev
medhallu_18::factual,medhallu,0,medhallu_18,dev
medhallu_180::hallucinated,medhallu,1,medhallu_180,train
medhallu_180::factual,medhallu,0,medhallu_180,train
medhallu_1800::hallucinated,medhallu,1,medhallu_1800,train
medhallu_1800::factual,medhallu,0,medhallu_1800,train
medhallu_1801::hallucinated,medhallu,1,medhallu_1801,dev
medhallu_1801::factual,medhallu,0,medhallu_1801,dev
medhallu_1802::hallucinated,medhallu,1,medhallu_1802,test
medhallu_1802::factual,medhallu,0,medhallu_1802,test
medhallu_1803::hallucinated,medhallu,1,medhallu_1803,dev
medhallu_1803::factual,medhallu,0,medhallu_1803,dev
medhallu_1804::hallucinated,medhallu,1,medhallu_1804,train
medhallu_1804::factual,medhallu,0,medhallu_1804,train
medhallu_1805::hallucinated,medhallu,1,medhallu_1805,train
medhallu_1805::factual,medhallu,0,medhallu_1805,train
medhallu_1806::hallucinated,medhallu,1,medhallu_1806,train
medhallu_1806::factual,medhallu,0,medhallu_1806,train
medhallu_1807::hallucinated,medhallu,1,medhallu_1807,train
medhallu_1807::factual,medhallu,0,medhallu_1807,train
medhallu_1808::hallucinated,medhallu,1,medhallu_1808,dev
medhallu_1808::factual,medhallu,0,medhallu_1808,dev
medhallu_1809::hallucinated,medhallu,1,medhallu_1809,train
medhallu_1809::factual,medhallu,0,medhallu_1809,train
medhallu_181::hallucinated,medhallu,1,medhallu_181,train
medhallu_181::factual,medhallu,0,medhallu_181,train
medhallu_1810::hallucinated,medhallu,1,medhallu_1810,test
medhallu_1810::factual,medhallu,0,medhallu_1810,test
medhallu_1811::hallucinated,medhallu,1,medhallu_1811,train
medhallu_1811::factual,medhallu,0,medhallu_1811,train
medhallu_1812::hallucinated,medhallu,1,medhallu_1812,test
medhallu_1812::factual,medhallu,0,medhallu_1812,test
medhallu_1813::hallucinated,medhallu,1,medhallu_1813,train
medhallu_1813::factual,medhallu,0,medhallu_1813,train
medhallu_1814::hallucinated,medhallu,1,medhallu_1814,train
medhallu_1814::factual,medhallu,0,medhallu_1814,train
medhallu_1815::hallucinated,medhallu,1,medhallu_1815,test
medhallu_1815::factual,medhallu,0,medhallu_1815,test
medhallu_1816::hallucinated,medhallu,1,medhallu_1816,test
medhallu_1816::factual,medhallu,0,medhallu_1816,test
medhallu_1817::hallucinated,medhallu,1,medhallu_1817,test
medhallu_1817::factual,medhallu,0,medhallu_1817,test
medhallu_1818::hallucinated,medhallu,1,medhallu_1818,train
medhallu_1818::factual,medhallu,0,medhallu_1818,train
medhallu_1819::hallucinated,medhallu,1,medhallu_1819,test
medhallu_1819::factual,medhallu,0,medhallu_1819,test
medhallu_182::hallucinated,medhallu,1,medhallu_182,train
medhallu_182::factual,medhallu,0,medhallu_182,train
medhallu_1820::hallucinated,medhallu,1,medhallu_1820,test
medhallu_1820::factual,medhallu,0,medhallu_1820,test
medhallu_1821::hallucinated,medhallu,1,medhallu_1821,train
medhallu_1821::factual,medhallu,0,medhallu_1821,train
medhallu_1822::hallucinated,medhallu,1,medhallu_1822,train
medhallu_1822::factual,medhallu,0,medhallu_1822,train
medhallu_1823::hallucinated,medhallu,1,medhallu_1823,train
medhallu_1823::factual,medhallu,0,medhallu_1823,train
medhallu_1824::hallucinated,medhallu,1,medhallu_1824,dev
medhallu_1824::factual,medhallu,0,medhallu_1824,dev
medhallu_1825::hallucinated,medhallu,1,medhallu_1825,dev
medhallu_1825::factual,medhallu,0,medhallu_1825,dev
medhallu_1826::hallucinated,medhallu,1,medhallu_1826,train
medhallu_1826::factual,medhallu,0,medhallu_1826,train
medhallu_1827::hallucinated,medhallu,1,medhallu_1827,train
medhallu_1827::factual,medhallu,0,medhallu_1827,train
medhallu_1828::hallucinated,medhallu,1,medhallu_1828,train
medhallu_1828::factual,medhallu,0,medhallu_1828,train
medhallu_1829::hallucinated,medhallu,1,medhallu_1829,dev
medhallu_1829::factual,medhallu,0,medhallu_1829,dev
medhallu_183::hallucinated,medhallu,1,medhallu_183,train
medhallu_183::factual,medhallu,0,medhallu_183,train
medhallu_1830::hallucinated,medhallu,1,medhallu_1830,dev
medhallu_1830::factual,medhallu,0,medhallu_1830,dev
medhallu_1831::hallucinated,medhallu,1,medhallu_1831,test
medhallu_1831::factual,medhallu,0,medhallu_1831,test
medhallu_1832::hallucinated,medhallu,1,medhallu_1832,train
medhallu_1832::factual,medhallu,0,medhallu_1832,train
medhallu_1833::hallucinated,medhallu,1,medhallu_1833,test
medhallu_1833::factual,medhallu,0,medhallu_1833,test
medhallu_1834::hallucinated,medhallu,1,medhallu_1834,test
medhallu_1834::factual,medhallu,0,medhallu_1834,test
medhallu_1835::hallucinated,medhallu,1,medhallu_1835,train
medhallu_1835::factual,medhallu,0,medhallu_1835,train
medhallu_1836::hallucinated,medhallu,1,medhallu_1836,dev
medhallu_1836::factual,medhallu,0,medhallu_1836,dev
medhallu_1837::hallucinated,medhallu,1,medhallu_1837,train
medhallu_1837::factual,medhallu,0,medhallu_1837,train
medhallu_1838::hallucinated,medhallu,1,medhallu_1838,train
medhallu_1838::factual,medhallu,0,medhallu_1838,train
medhallu_1839::hallucinated,medhallu,1,medhallu_1839,test
medhallu_1839::factual,medhallu,0,medhallu_1839,test
medhallu_184::hallucinated,medhallu,1,medhallu_184,train
medhallu_184::factual,medhallu,0,medhallu_184,train
medhallu_1840::hallucinated,medhallu,1,medhallu_1840,test
medhallu_1840::factual,medhallu,0,medhallu_1840,test
medhallu_1841::hallucinated,medhallu,1,medhallu_1841,dev
medhallu_1841::factual,medhallu,0,medhallu_1841,dev
medhallu_1842::hallucinated,medhallu,1,medhallu_1842,test
medhallu_1842::factual,medhallu,0,medhallu_1842,test
medhallu_1843::hallucinated,medhallu,1,medhallu_1843,train
medhallu_1843::factual,medhallu,0,medhallu_1843,train
medhallu_1844::hallucinated,medhallu,1,medhallu_1844,train
medhallu_1844::factual,medhallu,0,medhallu_1844,train
medhallu_1845::hallucinated,medhallu,1,medhallu_1845,test
medhallu_1845::factual,medhallu,0,medhallu_1845,test
medhallu_1846::hallucinated,medhallu,1,medhallu_1846,train
medhallu_1846::factual,medhallu,0,medhallu_1846,train
medhallu_1847::hallucinated,medhallu,1,medhallu_1847,train
medhallu_1847::factual,medhallu,0,medhallu_1847,train
medhallu_1848::hallucinated,medhallu,1,medhallu_1848,train
medhallu_1848::factual,medhallu,0,medhallu_1848,train
medhallu_1849::hallucinated,medhallu,1,medhallu_1849,dev
medhallu_1849::factual,medhallu,0,medhallu_1849,dev
medhallu_185::hallucinated,medhallu,1,medhallu_185,train
medhallu_185::factual,medhallu,0,medhallu_185,train
medhallu_1850::hallucinated,medhallu,1,medhallu_1850,train
medhallu_1850::factual,medhallu,0,medhallu_1850,train
medhallu_1851::hallucinated,medhallu,1,medhallu_1851,train
medhallu_1851::factual,medhallu,0,medhallu_1851,train
medhallu_1852::hallucinated,medhallu,1,medhallu_1852,train
medhallu_1852::factual,medhallu,0,medhallu_1852,train
medhallu_1853::hallucinated,medhallu,1,medhallu_1853,train
medhallu_1853::factual,medhallu,0,medhallu_1853,train
medhallu_1854::hallucinated,medhallu,1,medhallu_1854,train
medhallu_1854::factual,medhallu,0,medhallu_1854,train
medhallu_1855::hallucinated,medhallu,1,medhallu_1855,test
medhallu_1855::factual,medhallu,0,medhallu_1855,test
medhallu_1856::hallucinated,medhallu,1,medhallu_1856,dev
medhallu_1856::factual,medhallu,0,medhallu_1856,dev
medhallu_1857::hallucinated,medhallu,1,medhallu_1857,dev
medhallu_1857::factual,medhallu,0,medhallu_1857,dev
medhallu_1858::hallucinated,medhallu,1,medhallu_1858,train
medhallu_1858::factual,medhallu,0,medhallu_1858,train
medhallu_1859::hallucinated,medhallu,1,medhallu_1859,train
medhallu_1859::factual,medhallu,0,medhallu_1859,train
medhallu_186::hallucinated,medhallu,1,medhallu_186,dev
medhallu_186::factual,medhallu,0,medhallu_186,dev
medhallu_1860::hallucinated,medhallu,1,medhallu_1860,train
medhallu_1860::factual,medhallu,0,medhallu_1860,train
medhallu_1861::hallucinated,medhallu,1,medhallu_1861,train
medhallu_1861::factual,medhallu,0,medhallu_1861,train
medhallu_1862::hallucinated,medhallu,1,medhallu_1862,test
medhallu_1862::factual,medhallu,0,medhallu_1862,test
medhallu_1863::hallucinated,medhallu,1,medhallu_1863,train
medhallu_1863::factual,medhallu,0,medhallu_1863,train
medhallu_1864::hallucinated,medhallu,1,medhallu_1864,train
medhallu_1864::factual,medhallu,0,medhallu_1864,train
medhallu_1865::hallucinated,medhallu,1,medhallu_1865,test
medhallu_1865::factual,medhallu,0,medhallu_1865,test
medhallu_1866::hallucinated,medhallu,1,medhallu_1866,train
medhallu_1866::factual,medhallu,0,medhallu_1866,train
medhallu_1867::hallucinated,medhallu,1,medhallu_1867,train
medhallu_1867::factual,medhallu,0,medhallu_1867,train
medhallu_1868::hallucinated,medhallu,1,medhallu_1868,dev
medhallu_1868::factual,medhallu,0,medhallu_1868,dev
medhallu_1869::hallucinated,medhallu,1,medhallu_1869,train
medhallu_1869::factual,medhallu,0,medhallu_1869,train
medhallu_187::hallucinated,medhallu,1,medhallu_187,train
medhallu_187::factual,medhallu,0,medhallu_187,train
medhallu_1870::hallucinated,medhallu,1,medhallu_1870,train
medhallu_1870::factual,medhallu,0,medhallu_1870,train
medhallu_1871::hallucinated,medhallu,1,medhallu_1871,train
medhallu_1871::factual,medhallu,0,medhallu_1871,train
medhallu_1872::hallucinated,medhallu,1,medhallu_1872,train
medhallu_1872::factual,medhallu,0,medhallu_1872,train
medhallu_1873::hallucinated,medhallu,1,medhallu_1873,dev
medhallu_1873::factual,medhallu,0,medhallu_1873,dev
medhallu_1874::hallucinated,medhallu,1,medhallu_1874,dev
medhallu_1874::factual,medhallu,0,medhallu_1874,dev
medhallu_1875::hallucinated,medhallu,1,medhallu_1875,dev
medhallu_1875::factual,medhallu,0,medhallu_1875,dev
medhallu_1876::hallucinated,medhallu,1,medhallu_1876,train
medhallu_1876::factual,medhallu,0,medhallu_1876,train
medhallu_1877::hallucinated,medhallu,1,medhallu_1877,train
medhallu_1877::factual,medhallu,0,medhallu_1877,train
medhallu_1878::hallucinated,medhallu,1,medhallu_1878,train
medhallu_1878::factual,medhallu,0,medhallu_1878,train
medhallu_1879::hallucinated,medhallu,1,medhallu_1879,dev
medhallu_1879::factual,medhallu,0,medhallu_1879,dev
medhallu_188::hallucinated,medhallu,1,medhallu_188,dev
medhallu_188::factual,medhallu,0,medhallu_188,dev
medhallu_1880::hallucinated,medhallu,1,medhallu_1880,dev
medhallu_1880::factual,medhallu,0,medhallu_1880,dev
medhallu_1881::hallucinated,medhallu,1,medhallu_1881,train
medhallu_1881::factual,medhallu,0,medhallu_1881,train
medhallu_1882::hallucinated,medhallu,1,medhallu_1882,train
medhallu_1882::factual,medhallu,0,medhallu_1882,train
medhallu_1883::hallucinated,medhallu,1,medhallu_1883,train
medhallu_1883::factual,medhallu,0,medhallu_1883,train
medhallu_1884::hallucinated,medhallu,1,medhallu_1884,train
medhallu_1884::factual,medhallu,0,medhallu_1884,train
medhallu_1885::hallucinated,medhallu,1,medhallu_1885,train
medhallu_1885::factual,medhallu,0,medhallu_1885,train
medhallu_1886::hallucinated,medhallu,1,medhallu_1886,train
medhallu_1886::factual,medhallu,0,medhallu_1886,train
medhallu_1887::hallucinated,medhallu,1,medhallu_1887,dev
medhallu_1887::factual,medhallu,0,medhallu_1887,dev
medhallu_1888::hallucinated,medhallu,1,medhallu_1888,test
medhallu_1888::factual,medhallu,0,medhallu_1888,test
medhallu_1889::hallucinated,medhallu,1,medhallu_1889,test
medhallu_1889::factual,medhallu,0,medhallu_1889,test
medhallu_189::hallucinated,medhallu,1,medhallu_189,train
medhallu_189::factual,medhallu,0,medhallu_189,train
medhallu_1890::hallucinated,medhallu,1,medhallu_1890,train
medhallu_1890::factual,medhallu,0,medhallu_1890,train
medhallu_1891::hallucinated,medhallu,1,medhallu_1891,test
medhallu_1891::factual,medhallu,0,medhallu_1891,test
medhallu_1892::hallucinated,medhallu,1,medhallu_1892,dev
medhallu_1892::factual,medhallu,0,medhallu_1892,dev
medhallu_1893::hallucinated,medhallu,1,medhallu_1893,test
medhallu_1893::factual,medhallu,0,medhallu_1893,test
medhallu_1894::hallucinated,medhallu,1,medhallu_1894,train
medhallu_1894::factual,medhallu,0,medhallu_1894,train
medhallu_1895::hallucinated,medhallu,1,medhallu_1895,train
medhallu_1895::factual,medhallu,0,medhallu_1895,train
medhallu_1896::hallucinated,medhallu,1,medhallu_1896,dev
medhallu_1896::factual,medhallu,0,medhallu_1896,dev
medhallu_1897::hallucinated,medhallu,1,medhallu_1897,train
medhallu_1897::factual,medhallu,0,medhallu_1897,train
medhallu_1898::hallucinated,medhallu,1,medhallu_1898,test
medhallu_1898::factual,medhallu,0,medhallu_1898,test
medhallu_1899::hallucinated,medhallu,1,medhallu_1899,dev
medhallu_1899::factual,medhallu,0,medhallu_1899,dev
medhallu_19::hallucinated,medhallu,1,medhallu_19,train
medhallu_19::factual,medhallu,0,medhallu_19,train
medhallu_190::hallucinated,medhallu,1,medhallu_190,train
medhallu_190::factual,medhallu,0,medhallu_190,train
medhallu_1900::hallucinated,medhallu,1,medhallu_1900,dev
medhallu_1900::factual,medhallu,0,medhallu_1900,dev
medhallu_1901::hallucinated,medhallu,1,medhallu_1901,train
medhallu_1901::factual,medhallu,0,medhallu_1901,train
medhallu_1902::hallucinated,medhallu,1,medhallu_1902,dev
medhallu_1902::factual,medhallu,0,medhallu_1902,dev
medhallu_1903::hallucinated,medhallu,1,medhallu_1903,train
medhallu_1903::factual,medhallu,0,medhallu_1903,train
medhallu_1904::hallucinated,medhallu,1,medhallu_1904,train
medhallu_1904::factual,medhallu,0,medhallu_1904,train
medhallu_1905::hallucinated,medhallu,1,medhallu_1905,train
medhallu_1905::factual,medhallu,0,medhallu_1905,train
medhallu_1906::hallucinated,medhallu,1,medhallu_1906,test
medhallu_1906::factual,medhallu,0,medhallu_1906,test
medhallu_1907::hallucinated,medhallu,1,medhallu_1907,dev
medhallu_1907::factual,medhallu,0,medhallu_1907,dev
medhallu_1908::hallucinated,medhallu,1,medhallu_1908,train
medhallu_1908::factual,medhallu,0,medhallu_1908,train
medhallu_1909::hallucinated,medhallu,1,medhallu_1909,train
medhallu_1909::factual,medhallu,0,medhallu_1909,train
medhallu_191::hallucinated,medhallu,1,medhallu_191,test
medhallu_191::factual,medhallu,0,medhallu_191,test
medhallu_1910::hallucinated,medhallu,1,medhallu_1910,train
medhallu_1910::factual,medhallu,0,medhallu_1910,train
medhallu_1911::hallucinated,medhallu,1,medhallu_1911,dev
medhallu_1911::factual,medhallu,0,medhallu_1911,dev
medhallu_1912::hallucinated,medhallu,1,medhallu_1912,test
medhallu_1912::factual,medhallu,0,medhallu_1912,test
medhallu_1913::hallucinated,medhallu,1,medhallu_1913,dev
medhallu_1913::factual,medhallu,0,medhallu_1913,dev
medhallu_1914::hallucinated,medhallu,1,medhallu_1914,dev
medhallu_1914::factual,medhallu,0,medhallu_1914,dev
medhallu_1915::hallucinated,medhallu,1,medhallu_1915,train
medhallu_1915::factual,medhallu,0,medhallu_1915,train
medhallu_1916::hallucinated,medhallu,1,medhallu_1916,dev
medhallu_1916::factual,medhallu,0,medhallu_1916,dev
medhallu_1917::hallucinated,medhallu,1,medhallu_1917,dev
medhallu_1917::factual,medhallu,0,medhallu_1917,dev
medhallu_1918::hallucinated,medhallu,1,medhallu_1918,train
medhallu_1918::factual,medhallu,0,medhallu_1918,train
medhallu_1919::hallucinated,medhallu,1,medhallu_1919,train
medhallu_1919::factual,medhallu,0,medhallu_1919,train
medhallu_192::hallucinated,medhallu,1,medhallu_192,dev
medhallu_192::factual,medhallu,0,medhallu_192,dev
medhallu_1920::hallucinated,medhallu,1,medhallu_1920,train
medhallu_1920::factual,medhallu,0,medhallu_1920,train
medhallu_1921::hallucinated,medhallu,1,medhallu_1921,dev
medhallu_1921::factual,medhallu,0,medhallu_1921,dev
medhallu_1922::hallucinated,medhallu,1,medhallu_1922,test
medhallu_1922::factual,medhallu,0,medhallu_1922,test
medhallu_1923::hallucinated,medhallu,1,medhallu_1923,train
medhallu_1923::factual,medhallu,0,medhallu_1923,train
medhallu_1924::hallucinated,medhallu,1,medhallu_1924,train
medhallu_1924::factual,medhallu,0,medhallu_1924,train
medhallu_1925::hallucinated,medhallu,1,medhallu_1925,test
medhallu_1925::factual,medhallu,0,medhallu_1925,test
medhallu_1926::hallucinated,medhallu,1,medhallu_1926,test
medhallu_1926::factual,medhallu,0,medhallu_1926,test
medhallu_1927::hallucinated,medhallu,1,medhallu_1927,train
medhallu_1927::factual,medhallu,0,medhallu_1927,train
medhallu_1928::hallucinated,medhallu,1,medhallu_1928,train
medhallu_1928::factual,medhallu,0,medhallu_1928,train
